year,month,day_of_week,accident_severity,number_of_vehicles_involved,vehicle_type_involved,number_of_casualties,number_of_fatalities,weather_conditions,road_type,road_condition,lighting_conditions,traffic_control_presence,speed_limit_(km/h),driver_age,driver_gender,driver_license_status,alcohol_involvement,hour
2023,february,tuesday,fatal,5,two-wheeler,7,2,rainy,urban road,damaged,dawn,signals,62,25,male,valid,yes,10
2021,october,sunday,minor,1,two-wheeler,7,4,hazy,national highway,wet,daylight,signals,51,54,male,valid,yes,3
2018,august,thursday,minor,4,auto-rickshaw,9,3,clear,state highway,dry,dark,signals,40,36,male,,no,7
2018,august,saturday,minor,4,pedestrian,1,4,hazy,village road,dry,dawn,police checkpost,44,53,female,expired,no,1
2021,may,saturday,fatal,5,auto-rickshaw,9,4,stormy,urban road,dry,dark,signals,85,21,male,expired,yes,19
2022,february,wednesday,fatal,3,car,10,3,foggy,national highway,under construction,daylight,signs,114,18,female,,no,3
2020,march,thursday,fatal,2,two-wheeler,3,1,foggy,state highway,dry,dusk,police checkpost,81,42,female,expired,yes,16
2022,july,sunday,minor,3,two-wheeler,9,2,hazy,state highway,under construction,dusk,,33,46,male,expired,yes,5
2022,november,friday,fatal,1,car,5,2,stormy,state highway,damaged,dusk,,72,53,male,valid,no,0
2020,march,thursday,minor,3,truck,10,2,rainy,state highway,damaged,dark,police checkpost,112,54,female,valid,no,5
2020,march,thursday,fatal,4,two-wheeler,9,3,stormy,village road,under construction,dusk,,38,58,male,valid,yes,7
2018,january,thursday,fatal,3,auto-rickshaw,1,3,foggy,village road,damaged,dusk,signs,44,65,male,,no,13
2022,november,wednesday,minor,2,bus,9,4,rainy,national highway,damaged,dawn,police checkpost,117,54,female,valid,no,7
2023,july,thursday,minor,3,two-wheeler,4,5,rainy,urban road,wet,daylight,signs,44,24,male,,yes,21
2021,january,thursday,fatal,1,truck,1,4,clear,state highway,under construction,daylight,,106,41,female,,yes,0
2020,may,sunday,serious,3,cycle,3,1,stormy,urban road,wet,dark,police checkpost,94,70,female,,no,7
2023,august,tuesday,minor,1,truck,1,2,clear,national highway,wet,dark,police checkpost,46,29,male,valid,yes,4
2018,july,tuesday,fatal,3,pedestrian,0,0,stormy,national highway,dry,dark,signals,53,55,male,valid,yes,22
2019,september,sunday,minor,1,cycle,3,4,stormy,state highway,damaged,dawn,,36,51,female,expired,yes,17
2020,may,friday,fatal,5,truck,6,1,foggy,urban road,damaged,dark,,113,58,female,,no,4
2021,october,sunday,minor,5,auto-rickshaw,8,1,hazy,urban road,under construction,dusk,police checkpost,66,60,female,valid,yes,22
2020,november,saturday,minor,3,bus,10,2,foggy,state highway,under construction,dark,signals,89,49,female,expired,no,17
2019,december,tuesday,fatal,2,cycle,4,1,hazy,state highway,under construction,dark,signs,63,59,male,,no,8
2018,march,saturday,fatal,1,cycle,7,5,clear,urban road,under construction,daylight,signs,81,39,male,expired,no,8
2019,february,wednesday,fatal,1,auto-rickshaw,2,3,hazy,national highway,damaged,daylight,,37,64,female,valid,yes,21
2020,december,friday,fatal,3,bus,6,0,clear,village road,damaged,dark,signs,39,54,male,,no,21
2021,january,sunday,serious,2,car,4,4,foggy,urban road,dry,dusk,signals,72,24,female,valid,yes,10
2021,august,sunday,fatal,4,two-wheeler,4,2,rainy,urban road,under construction,dawn,,54,28,male,,yes,6
2023,december,saturday,minor,4,car,1,5,stormy,village road,damaged,dusk,signs,95,18,male,expired,no,13
2020,january,monday,minor,2,auto-rickshaw,9,1,stormy,village road,under construction,daylight,police checkpost,114,22,female,expired,no,19
2020,may,friday,serious,5,bus,6,0,rainy,village road,dry,dark,police checkpost,112,34,female,,no,12
2020,february,wednesday,minor,2,bus,3,0,rainy,state highway,under construction,dusk,signals,57,29,female,,no,13
2018,january,wednesday,minor,5,cycle,9,0,foggy,village road,wet,dawn,signs,100,45,male,,yes,6
2020,july,saturday,fatal,3,truck,1,2,rainy,state highway,under construction,dawn,signals,87,57,female,valid,no,9
2022,november,monday,fatal,3,truck,3,0,stormy,village road,under construction,dawn,signs,32,48,male,valid,yes,19
2023,may,saturday,fatal,5,cycle,7,2,clear,urban road,dry,dark,signs,81,43,male,,yes,5
2019,october,saturday,serious,2,bus,8,3,hazy,village road,dry,dark,signals,39,68,female,,no,15
2021,july,thursday,serious,2,pedestrian,6,1,rainy,national highway,wet,dark,signals,54,47,female,,yes,20
2020,august,thursday,minor,1,two-wheeler,6,5,clear,urban road,under construction,dusk,signals,41,58,male,expired,no,14
2021,august,sunday,fatal,1,pedestrian,5,1,stormy,national highway,wet,dawn,signs,106,51,female,,no,2
2019,march,friday,serious,4,two-wheeler,1,4,stormy,village road,wet,dark,signals,39,53,male,expired,no,13
2022,march,saturday,minor,5,cycle,2,4,stormy,village road,damaged,dawn,signs,36,37,female,,yes,23
2022,august,sunday,fatal,5,cycle,1,5,foggy,urban road,dry,dark,,103,65,female,expired,yes,4
2023,march,tuesday,serious,1,car,6,2,rainy,state highway,dry,dusk,signs,80,41,female,,no,7
2020,may,thursday,minor,5,two-wheeler,5,0,foggy,village road,wet,daylight,signs,44,49,female,expired,no,3
2020,june,thursday,fatal,4,pedestrian,2,1,stormy,urban road,wet,dusk,signals,63,24,female,,yes,12
2021,february,monday,minor,3,car,4,0,clear,village road,wet,dark,police checkpost,53,62,female,,no,5
2020,august,wednesday,fatal,4,auto-rickshaw,5,4,clear,village road,wet,dark,signs,60,29,female,expired,yes,19
2019,july,friday,minor,1,truck,9,0,stormy,national highway,dry,dark,signs,108,44,female,,no,21
2019,june,friday,serious,4,truck,0,4,foggy,national highway,damaged,dusk,signals,36,25,male,expired,no,1
2023,december,friday,fatal,5,cycle,0,4,clear,urban road,damaged,daylight,police checkpost,38,30,female,valid,no,2
2023,july,sunday,fatal,2,two-wheeler,1,4,foggy,urban road,dry,dawn,police checkpost,48,56,male,,yes,1
2021,october,wednesday,fatal,2,truck,2,3,rainy,village road,damaged,dark,police checkpost,102,68,male,valid,no,8
2020,november,wednesday,serious,1,pedestrian,7,5,rainy,urban road,wet,dark,signs,108,37,female,,yes,20
2021,february,monday,serious,5,auto-rickshaw,7,3,foggy,national highway,wet,daylight,signs,33,56,male,,no,19
2020,september,sunday,fatal,4,two-wheeler,1,3,rainy,village road,damaged,dusk,police checkpost,75,30,male,valid,no,5
2020,february,monday,serious,2,truck,9,1,clear,village road,under construction,dusk,,41,22,male,expired,no,12
2023,june,sunday,fatal,3,auto-rickshaw,5,1,foggy,national highway,under construction,dark,,70,56,male,,yes,23
2018,june,saturday,fatal,5,bus,7,1,stormy,national highway,damaged,dark,signs,109,24,female,expired,no,10
2020,november,thursday,serious,5,auto-rickshaw,7,2,rainy,urban road,under construction,dark,signs,82,55,male,,yes,3
2021,october,thursday,fatal,4,car,0,2,foggy,village road,wet,dawn,signs,37,20,female,valid,no,22
2019,january,wednesday,fatal,3,truck,1,5,stormy,state highway,under construction,dark,,51,26,female,expired,yes,10
2023,january,friday,minor,3,two-wheeler,0,3,clear,urban road,dry,dawn,signals,49,21,male,,no,19
2020,february,wednesday,fatal,5,bus,2,0,rainy,urban road,dry,daylight,,53,40,male,,yes,22
2018,july,wednesday,fatal,5,bus,9,3,clear,urban road,under construction,daylight,signals,73,57,female,expired,yes,3
2021,october,friday,fatal,4,bus,8,5,hazy,state highway,under construction,dusk,police checkpost,92,52,female,,yes,6
2022,march,friday,fatal,3,car,5,1,hazy,urban road,damaged,dawn,police checkpost,51,56,female,,yes,17
2019,february,wednesday,minor,2,two-wheeler,9,3,clear,urban road,dry,dawn,police checkpost,106,70,female,valid,yes,22
2018,october,thursday,fatal,4,cycle,3,3,foggy,urban road,under construction,dark,signals,34,43,male,valid,yes,11
2020,august,saturday,minor,2,bus,4,2,hazy,national highway,damaged,dark,signals,76,55,female,expired,yes,0
2021,december,wednesday,fatal,3,truck,5,2,rainy,national highway,wet,dusk,signs,96,39,female,expired,yes,7
2020,march,wednesday,fatal,3,cycle,6,3,foggy,national highway,damaged,dark,,109,58,male,valid,yes,0
2020,march,sunday,serious,4,bus,5,2,stormy,state highway,dry,daylight,,106,44,female,valid,yes,8
2023,october,tuesday,fatal,1,two-wheeler,1,4,hazy,urban road,damaged,daylight,signals,50,24,male,,yes,9
2022,december,monday,fatal,5,bus,5,1,stormy,national highway,wet,daylight,,82,44,female,valid,no,23
2021,august,sunday,fatal,3,auto-rickshaw,8,5,hazy,state highway,under construction,daylight,,112,19,female,expired,yes,4
2019,october,tuesday,fatal,3,pedestrian,6,3,hazy,urban road,wet,dawn,signals,41,50,female,,yes,16
2021,july,monday,fatal,1,two-wheeler,3,1,rainy,urban road,wet,dawn,signals,110,48,female,expired,yes,1
2019,may,saturday,fatal,1,two-wheeler,7,2,foggy,village road,dry,dusk,signals,54,44,female,,yes,17
2023,february,wednesday,serious,1,auto-rickshaw,9,5,clear,state highway,dry,dark,,118,24,female,,yes,2
2018,july,saturday,fatal,1,pedestrian,7,1,rainy,state highway,damaged,dark,signs,49,41,male,valid,no,19
2020,august,saturday,fatal,4,two-wheeler,0,1,clear,state highway,damaged,dark,signals,96,18,male,expired,yes,7
2021,march,friday,fatal,2,bus,10,1,stormy,state highway,wet,dark,,81,19,male,,no,10
2018,october,tuesday,minor,3,two-wheeler,1,1,clear,village road,under construction,dawn,police checkpost,75,30,female,expired,no,15
2019,january,wednesday,serious,3,cycle,7,5,foggy,national highway,damaged,dusk,police checkpost,82,24,female,valid,yes,5
2018,august,wednesday,serious,3,pedestrian,3,3,stormy,village road,damaged,dusk,signs,63,68,female,,no,17
2022,november,tuesday,fatal,5,auto-rickshaw,4,5,stormy,state highway,dry,dusk,police checkpost,68,51,female,,yes,13
2020,february,tuesday,fatal,3,truck,2,4,rainy,village road,wet,dark,police checkpost,41,70,female,,yes,19
2018,july,thursday,minor,1,auto-rickshaw,2,1,hazy,urban road,wet,daylight,signs,114,59,female,valid,yes,5
2023,january,thursday,fatal,5,two-wheeler,9,4,rainy,village road,damaged,daylight,police checkpost,76,26,male,,no,8
2021,march,sunday,fatal,1,truck,10,2,rainy,national highway,wet,daylight,police checkpost,90,54,male,valid,no,22
2022,december,thursday,fatal,3,pedestrian,8,1,foggy,national highway,under construction,dusk,,88,48,male,,no,9
2022,october,thursday,serious,5,car,8,5,rainy,urban road,under construction,daylight,police checkpost,113,45,female,,no,13
2021,november,saturday,serious,1,car,10,3,hazy,national highway,wet,daylight,police checkpost,30,51,female,valid,yes,19
2020,october,friday,minor,3,car,2,3,clear,national highway,under construction,dark,police checkpost,30,69,male,,no,6
2018,december,wednesday,minor,2,cycle,9,3,rainy,state highway,under construction,dawn,signs,49,54,female,expired,no,12
2020,january,friday,minor,5,cycle,8,2,clear,village road,wet,dark,,89,41,female,expired,no,3
2023,march,friday,serious,4,car,6,5,foggy,village road,dry,dusk,police checkpost,86,67,male,,yes,9
2020,march,wednesday,minor,4,pedestrian,6,3,rainy,village road,under construction,dusk,signals,106,44,female,expired,no,18
2019,june,saturday,minor,5,auto-rickshaw,4,3,clear,urban road,damaged,daylight,,103,67,male,expired,yes,19
2020,september,tuesday,fatal,3,pedestrian,0,2,foggy,urban road,under construction,dusk,signals,103,41,female,valid,yes,11
2019,january,tuesday,serious,4,pedestrian,7,0,foggy,national highway,under construction,dusk,signs,112,19,male,valid,yes,1
2020,january,friday,minor,3,auto-rickshaw,10,5,rainy,urban road,wet,dawn,,99,53,female,valid,yes,7
2020,november,tuesday,fatal,3,two-wheeler,6,2,rainy,state highway,under construction,dark,signs,116,36,male,,yes,1
2018,june,monday,serious,4,cycle,0,3,foggy,state highway,under construction,dawn,signals,72,45,male,valid,no,1
2020,october,monday,serious,3,truck,6,5,hazy,village road,wet,daylight,,118,27,female,,yes,20
2022,march,sunday,serious,4,bus,6,1,stormy,village road,wet,daylight,signs,98,48,female,,yes,10
2022,july,monday,serious,4,auto-rickshaw,9,1,foggy,national highway,wet,dusk,police checkpost,119,60,male,expired,no,13
2020,january,thursday,minor,4,truck,0,3,stormy,urban road,wet,dawn,signs,58,48,female,expired,yes,19
2022,november,thursday,serious,2,car,8,4,foggy,state highway,dry,dawn,signs,63,46,male,valid,yes,5
2018,august,thursday,serious,3,cycle,8,4,hazy,national highway,wet,daylight,police checkpost,75,36,male,expired,yes,6
2020,september,friday,fatal,1,car,2,4,rainy,village road,under construction,dawn,signals,46,51,male,expired,yes,13
2018,july,saturday,serious,2,two-wheeler,8,5,clear,state highway,under construction,daylight,signals,65,52,female,,no,13
2018,may,saturday,serious,3,auto-rickshaw,5,1,foggy,state highway,damaged,dark,police checkpost,109,23,male,valid,no,13
2021,april,tuesday,minor,3,cycle,9,5,rainy,village road,dry,dusk,,91,37,male,valid,yes,19
2020,august,wednesday,minor,5,truck,8,3,rainy,village road,dry,dawn,police checkpost,97,59,female,expired,no,4
2018,october,wednesday,minor,4,auto-rickshaw,1,3,clear,state highway,dry,dusk,,119,23,male,expired,yes,22
2018,december,sunday,serious,1,auto-rickshaw,10,0,stormy,urban road,dry,dark,signs,89,42,female,expired,yes,21
2018,october,sunday,serious,4,car,7,1,hazy,village road,damaged,dawn,police checkpost,73,64,female,valid,yes,22
2023,february,wednesday,fatal,4,pedestrian,7,3,clear,village road,damaged,daylight,signals,117,65,female,,no,3
2019,august,tuesday,minor,1,auto-rickshaw,1,5,rainy,village road,wet,dark,,72,22,female,,no,4
2020,october,monday,fatal,3,two-wheeler,7,0,hazy,national highway,under construction,dusk,signs,58,61,female,valid,yes,12
2021,march,tuesday,fatal,4,two-wheeler,7,3,rainy,state highway,wet,daylight,signs,105,64,male,valid,no,23
2018,september,monday,minor,5,cycle,2,5,stormy,urban road,wet,dusk,,108,39,male,expired,yes,10
2019,august,saturday,serious,5,truck,3,4,stormy,state highway,damaged,dusk,,67,48,female,valid,no,21
2020,may,friday,serious,1,truck,10,3,rainy,urban road,wet,dawn,police checkpost,52,32,female,expired,no,7
2020,may,tuesday,serious,4,bus,4,0,stormy,state highway,wet,daylight,signals,36,24,female,valid,yes,17
2021,september,thursday,fatal,2,auto-rickshaw,5,5,clear,national highway,dry,dusk,signals,120,43,male,,no,21
2020,march,wednesday,serious,1,two-wheeler,1,4,stormy,national highway,damaged,dusk,signs,66,30,female,expired,no,6
2018,july,sunday,serious,4,car,3,3,stormy,urban road,damaged,daylight,signs,63,39,male,expired,yes,1
2020,march,thursday,serious,5,pedestrian,6,3,clear,state highway,dry,dawn,police checkpost,118,68,female,expired,no,6
2021,january,monday,minor,3,car,6,4,rainy,national highway,damaged,dusk,signals,38,20,male,valid,no,1
2023,november,tuesday,fatal,5,bus,1,4,foggy,village road,under construction,dark,signals,113,66,female,valid,no,1
2021,october,thursday,serious,3,two-wheeler,7,4,hazy,national highway,under construction,dusk,,40,53,female,valid,no,6
2020,september,monday,minor,5,truck,10,3,hazy,national highway,damaged,dawn,,64,68,female,,yes,12
2020,november,sunday,minor,4,two-wheeler,1,3,rainy,state highway,under construction,daylight,,92,69,female,,no,5
2018,may,wednesday,minor,2,car,0,0,rainy,urban road,damaged,dark,police checkpost,58,45,male,expired,yes,1
2022,june,sunday,minor,2,auto-rickshaw,0,0,foggy,village road,wet,dawn,police checkpost,107,38,female,valid,no,12
2020,may,wednesday,serious,3,car,5,2,clear,state highway,wet,daylight,police checkpost,68,55,male,valid,yes,1
2021,july,thursday,serious,3,bus,8,2,stormy,national highway,dry,dawn,signs,53,68,female,expired,yes,18
2020,march,friday,fatal,5,pedestrian,9,3,clear,urban road,wet,daylight,signals,46,27,female,expired,yes,16
2021,january,sunday,fatal,1,cycle,10,4,hazy,state highway,dry,daylight,police checkpost,66,50,female,expired,no,16
2018,november,monday,serious,3,pedestrian,7,0,hazy,village road,under construction,dark,signs,47,65,female,,no,22
2022,may,sunday,minor,3,truck,3,4,rainy,urban road,damaged,dawn,signs,89,62,female,valid,no,4
2022,july,sunday,minor,3,bus,4,5,rainy,state highway,under construction,daylight,signals,113,18,male,valid,yes,1
2023,august,tuesday,minor,3,bus,3,0,stormy,urban road,damaged,dawn,police checkpost,82,53,male,valid,yes,1
2021,july,sunday,minor,1,car,6,1,stormy,urban road,damaged,daylight,,63,27,male,valid,yes,3
2020,july,tuesday,serious,1,two-wheeler,9,1,foggy,national highway,wet,daylight,police checkpost,72,29,male,,no,12
2023,june,saturday,minor,3,bus,2,2,hazy,state highway,wet,daylight,,65,52,male,expired,no,23
2018,may,saturday,fatal,3,car,6,4,rainy,national highway,damaged,daylight,police checkpost,103,52,female,,yes,11
2019,may,sunday,serious,2,two-wheeler,7,4,foggy,village road,under construction,dawn,police checkpost,108,45,female,valid,no,17
2021,july,sunday,fatal,5,two-wheeler,2,2,foggy,village road,under construction,daylight,signals,86,21,female,valid,no,11
2019,march,wednesday,fatal,4,truck,10,2,rainy,national highway,dry,dawn,,52,63,female,expired,yes,10
2021,june,friday,serious,3,car,0,3,stormy,state highway,under construction,dusk,signs,107,66,male,expired,no,3
2023,november,wednesday,serious,5,truck,7,3,rainy,urban road,under construction,dawn,police checkpost,93,25,male,valid,yes,21
2020,august,thursday,minor,3,bus,5,4,stormy,state highway,dry,dark,police checkpost,77,35,female,valid,no,21
2022,january,saturday,minor,1,cycle,3,3,clear,state highway,damaged,daylight,signs,75,38,male,valid,no,16
2021,march,monday,minor,2,cycle,8,0,foggy,village road,damaged,daylight,police checkpost,82,57,male,expired,yes,9
2023,october,monday,serious,3,cycle,0,5,rainy,urban road,wet,dusk,signals,88,69,female,expired,yes,2
2021,june,saturday,fatal,5,auto-rickshaw,9,0,hazy,urban road,dry,daylight,signals,96,62,male,expired,yes,23
2019,august,thursday,serious,4,pedestrian,1,2,hazy,urban road,dry,dark,,120,61,female,,yes,3
